1.8182,194.33
34.485,300.9
58.887,472.98
78.914,237.46
75.055,159.11
77.918,82.383
102.32,396.61
109.36,113.67
113.15,39.197
118.56,320.53
136.58,186.71
183.54,148.31
163.45,381.89
164.91,68.158
190,208.18
176.96,494.12
177.05,290.31
185.56,356.24
195.04,11.472
216.62,303.04
219.4,344.57
224,239
226.8,238
259.41,444.38
250.85,165.01
273.07,199.45
280.8,370.49
314.48,476.54
387.58,145.76
438.3,518.44
558.09,232.33
571.13,497.61
587.04,15.752
589.73,150.04
